,itemId,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
1365,0345435273,A Caress of Twilight (Meredith Gentry Novels (Hardcover)),LAURELL K. HAMILTON,2002,Ballantine Books,http://images.amazon.com/images/P/0345435273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435273.01.LZZZZZZZ.jpg
1366,0671871005,The WEDDING,Julie Garwood,1997,Pocket Star,http://images.amazon.com/images/P/0671871005.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671871005.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671871005.01.LZZZZZZZ.jpg
1367,0064472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,2001,HarperTempest,http://images.amazon.com/images/P/0064472272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064472272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064472272.01.LZZZZZZZ.jpg
1368,0515128600,The Edge,Catherine Coulter,2000,Jove Books,http://images.amazon.com/images/P/0515128600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128600.01.LZZZZZZZ.jpg
1369,0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515121843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515121843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515121843.01.LZZZZZZZ.jpg
1370,0312952716,A Simple Plan,Scott Smith,1994,St. Martin's Press,http://images.amazon.com/images/P/0312952716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312952716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312952716.01.LZZZZZZZ.jpg
1371,051511331X,November of the Heart,LaVyrle Spencer,1995,Jove Books,http://images.amazon.com/images/P/051511331X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051511331X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051511331X.01.LZZZZZZZ.jpg
1372,0399147195,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399147195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147195.01.LZZZZZZZ.jpg
1373,0312265840,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Press,http://images.amazon.com/images/P/0312265840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312265840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312265840.01.LZZZZZZZ.jpg
1374,0743206029,On the Street Where You Live : A Novel,Mary Higgins Clark,2001,Simon &amp; Schuster,http://images.amazon.com/images/P/0743206029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743206029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743206029.01.LZZZZZZZ.jpg
1375,0380725827,Firestorm (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1997,Avon,http://images.amazon.com/images/P/0380725827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380725827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380725827.01.LZZZZZZZ.jpg
1376,0684835959,YOU BELONG TO ME,Mary Higgins Clark,1998,Simon &amp; Schuster,http://images.amazon.com/images/P/0684835959.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684835959.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684835959.01.LZZZZZZZ.jpg
1377,0786884592,"Life Strategies: Doing What Works, Doing What Matters",Phillip C. McGraw,2000,Hyperion,http://images.amazon.com/images/P/0786884592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786884592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786884592.01.LZZZZZZZ.jpg
1378,0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998,Back Bay Books,http://images.amazon.com/images/P/0316780375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316780375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316780375.01.LZZZZZZZ.jpg
1379,067151699X,The HIDDEN LIFE OF DOGS,Elizabeth Marshall Thomas,1995,Pocket,http://images.amazon.com/images/P/067151699X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067151699X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067151699X.01.LZZZZZZZ.jpg
1380,0670272663,Different Seasons,Stephen King,1982,Viking Books,http://images.amazon.com/images/P/0670272663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670272663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670272663.01.LZZZZZZZ.jpg
1381,0743436210,Hearts in Atlantis,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743436210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.LZZZZZZZ.jpg
1382,0440236738,Gone for Good,HARLAN COBEN,2003,Dell,http://images.amazon.com/images/P/0440236738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236738.01.LZZZZZZZ.jpg
1383,0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993,Ivy Books,http://images.amazon.com/images/P/0804105820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804105820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804105820.01.LZZZZZZZ.jpg
1384,0440224721,Obstruction of Justice,Perry O'Shaughnessy,1998,Island,http://images.amazon.com/images/P/0440224721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224721.01.LZZZZZZZ.jpg
1385,0446604844,Total Control,David Baldacci,1997,Warner Books,http://images.amazon.com/images/P/0446604844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.LZZZZZZZ.jpg
1386,0380817691,Stalker: A Peter Decker and Rina Lazarus Novel,Faye Kellerman,2001,Avon,http://images.amazon.com/images/P/0380817691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380817691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380817691.01.LZZZZZZZ.jpg
1387,0553582526,Dust to Dust,TAMI HOAG,2002,Bantam,http://images.amazon.com/images/P/0553582526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582526.01.LZZZZZZZ.jpg
1388,0451173139,Night over Water,Ken Follett,1992,Signet Book,http://images.amazon.com/images/P/0451173139.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451173139.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451173139.01.LZZZZZZZ.jpg
1389,0671038567,Body of Evidence,Patricia Cornwell,1999,Pocket,http://images.amazon.com/images/P/0671038567.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671038567.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671038567.01.LZZZZZZZ.jpg
1390,0141000198,Bridget Jones's Diary,Helen Fielding,2001,Penguin Putnam,http://images.amazon.com/images/P/0141000198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141000198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141000198.01.LZZZZZZZ.jpg
1391,0553578316,Sticks &amp; Scones,Diane Mott Davidson,2002,Bantam Books,http://images.amazon.com/images/P/0553578316.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578316.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578316.01.LZZZZZZZ.jpg
1392,0446365386,Gone with the Wind,Margaret Mitchell,1993,Warner Books,http://images.amazon.com/images/P/0446365386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446365386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446365386.01.LZZZZZZZ.jpg
1393,055321330X,The Awakening,Kate Chopin,1985,Bantam,http://images.amazon.com/images/P/055321330X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055321330X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055321330X.01.LZZZZZZZ.jpg
1394,0446527017,Standoff,Sandra Brown,2000,Warner Books,http://images.amazon.com/images/P/0446527017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527017.01.LZZZZZZZ.jpg
1395,0671727796,The Color Purple,Alice Walker,1990,Pocket,http://images.amazon.com/images/P/0671727796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671727796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671727796.01.LZZZZZZZ.jpg
1396,0061020702,The Light Fantastic (Discworld Novels (Paperback)),Terry Pratchett,2000,HarperTorch,http://images.amazon.com/images/P/0061020702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061020702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061020702.01.LZZZZZZZ.jpg
1397,0451161351,Cujo,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451161351.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451161351.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451161351.01.LZZZZZZZ.jpg
1398,0061057649,Feet of Clay (Discworld Novels (Paperback)),Terry Pratchett,1997,HarperTorch,http://images.amazon.com/images/P/0061057649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061057649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061057649.01.LZZZZZZZ.jpg
1399,0425100650,Twilight Eyes,Dean R. Koontz,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425100650.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425100650.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425100650.01.LZZZZZZZ.jpg
1400,0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218036.01.LZZZZZZZ.jpg
1401,0451451155,Tigana,Guy Gavriel Kay,1994,Roc,http://images.amazon.com/images/P/0451451155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451451155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451451155.01.LZZZZZZZ.jpg
1402,0451453328,A Song for Arbonne,Guy Gavriel Kay,1994,Roc,http://images.amazon.com/images/P/0451453328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451453328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451453328.01.LZZZZZZZ.jpg
1403,0380762595,Until Forever,Johanna Lindsey,1995,Avon,http://images.amazon.com/images/P/0380762595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380762595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380762595.01.LZZZZZZZ.jpg
1404,0380774933,Keeper of the Heart,Johanna Lindsey,1993,Avon,http://images.amazon.com/images/P/0380774933.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380774933.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380774933.01.LZZZZZZZ.jpg
1405,0743477081,Forever and Always,Jude Deveraux,2003,Pocket Books,http://images.amazon.com/images/P/0743477081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743477081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743477081.01.LZZZZZZZ.jpg
1406,0515125628,The Target,Catherine Coulter,1999,Jove Books,http://images.amazon.com/images/P/0515125628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515125628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515125628.01.LZZZZZZZ.jpg
1407,055357695X,Out of the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,http://images.amazon.com/images/P/055357695X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055357695X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055357695X.01.LZZZZZZZ.jpg
1408,0553572326,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998,Bantam,http://images.amazon.com/images/P/0553572326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572326.01.LZZZZZZZ.jpg
1409,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425172546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425172546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425172546.01.LZZZZZZZ.jpg
1410,0380711524,See Jane Run,Joy Fielding,1992,Avon,http://images.amazon.com/images/P/0380711524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380711524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380711524.01.LZZZZZZZ.jpg
1411,0140113428,The Cat Who Came for Christmas,Cleveland Amory,1989,Penguin USA,http://images.amazon.com/images/P/0140113428.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140113428.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140113428.01.LZZZZZZZ.jpg
1412,0743235150,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Scribner,http://images.amazon.com/images/P/0743235150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743235150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743235150.01.LZZZZZZZ.jpg
1413,0140177396,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,1993,Penguin Books,http://images.amazon.com/images/P/0140177396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140177396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140177396.01.LZZZZZZZ.jpg
1414,0446356573,A Stranger in the Mirror,Sidney Sheldon,1988,Warner Books,http://images.amazon.com/images/P/0446356573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446356573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446356573.01.LZZZZZZZ.jpg
1415,0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,http://images.amazon.com/images/P/0553280341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.LZZZZZZZ.jpg
1416,0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam,http://images.amazon.com/images/P/0553280368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.LZZZZZZZ.jpg
1417,067942573X,Taltos: Lives of the Mayfair Witches,Anne Rice,1994,Alfred A. Knopf,http://images.amazon.com/images/P/067942573X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067942573X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067942573X.01.LZZZZZZZ.jpg
1418,0812570944,What Dreams May Come : A Novel,Richard Matheson,1998,Tor Books,http://images.amazon.com/images/P/0812570944.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812570944.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812570944.01.LZZZZZZZ.jpg
1419,078688939X,Dirty Jokes and Beer : Stories of the Unrefined,Drew Carey,1998,Hyperion,http://images.amazon.com/images/P/078688939X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078688939X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078688939X.01.LZZZZZZZ.jpg
1420,0451176464,Gerald's Game,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451176464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451176464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451176464.01.LZZZZZZZ.jpg
1421,0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,Pocket,http://images.amazon.com/images/P/0671894455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671894455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671894455.01.LZZZZZZZ.jpg
1422,0451186362,Rose Madder,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451186362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186362.01.LZZZZZZZ.jpg
1423,0446607657,When the Wind Blows,James Patterson,1999,Warner Vision,http://images.amazon.com/images/P/0446607657.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.LZZZZZZZ.jpg
1424,0312901437,James Herriots Dog Stories,James Herriot,1987,St Martins Press,http://images.amazon.com/images/P/0312901437.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312901437.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312901437.01.LZZZZZZZ.jpg
1425,0553212923,Hamlet (Bantam Classics),William Shakespeare,1988,Bantam,http://images.amazon.com/images/P/0553212923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553212923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553212923.01.LZZZZZZZ.jpg
1426,0345354613,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books,http://images.amazon.com/images/P/0345354613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345354613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345354613.01.LZZZZZZZ.jpg
1427,0967231434,Small leather journal with strap-myra series,Anatolian Treasures,1999,Anatolian Treasures,http://images.amazon.com/images/P/0967231434.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0967231434.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0967231434.01.LZZZZZZZ.jpg
1428,0380713802,Neither Here nor There: Travels in Europe,Bill Bryson,1999,Perennial,http://images.amazon.com/images/P/0380713802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380713802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380713802.01.LZZZZZZZ.jpg
1429,0140430725,"Pride and Prejudice (The Penguin English Library, El 72)",Jane Austen,1985,Penguin Books,http://images.amazon.com/images/P/0140430725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140430725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140430725.01.LZZZZZZZ.jpg
1430,0441569595,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,http://images.amazon.com/images/P/0441569595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.LZZZZZZZ.jpg
1431,0380820293,Last Chance Saloon,Marian Keyes,2002,Avon,http://images.amazon.com/images/P/0380820293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380820293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380820293.01.LZZZZZZZ.jpg
1432,0373250134,Slightly Single (Red Dress Ink (Paperback)),Wendy Markham,2002,Red Dress Ink,http://images.amazon.com/images/P/0373250134.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250134.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250134.01.LZZZZZZZ.jpg
1433,0553569619,When the Bough Breaks (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1994,Bantam Books,http://images.amazon.com/images/P/0553569619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569619.01.LZZZZZZZ.jpg
1434,0553580930,A Man in Full,Tom Wolfe,1999,Bantam,http://images.amazon.com/images/P/0553580930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580930.01.LZZZZZZZ.jpg
1435,0671024094,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,1999,Pocket Books,http://images.amazon.com/images/P/0671024094.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671024094.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671024094.01.LZZZZZZZ.jpg
1436,0060975849,Two Old Women,Velma Wallis,1994,Perennial,http://images.amazon.com/images/P/0060975849.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060975849.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060975849.01.LZZZZZZZ.jpg
1437,0345301110,Story of O,Pauline Reage,1989,Ballantine Books,http://images.amazon.com/images/P/0345301110.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345301110.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345301110.01.LZZZZZZZ.jpg
1438,0312980140,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312980140.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312980140.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312980140.01.LZZZZZZZ.jpg
1439,0141301155,Charlie and the Chocolate Factory (Puffin Novels),Roald Dahl,1998,Puffin Books,http://images.amazon.com/images/P/0141301155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141301155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141301155.01.LZZZZZZZ.jpg
1440,0525934960,The Te of Piglet,Benjamin Hoff,1992,Dutton Books,http://images.amazon.com/images/P/0525934960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525934960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525934960.01.LZZZZZZZ.jpg
1441,044022425X,Drums of Autumn,DIANA GABALDON,1997,Dell,http://images.amazon.com/images/P/044022425X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022425X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022425X.01.LZZZZZZZ.jpg
1442,0440217563,Voyager,DIANA GABALDON,1994,Dell,http://images.amazon.com/images/P/0440217563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440217563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440217563.01.LZZZZZZZ.jpg
1443,0373250479,Slightly Settled (Red Dress Ink),Wendy Markham,2004,Red Dress Ink,http://images.amazon.com/images/P/0373250479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250479.01.LZZZZZZZ.jpg
1444,014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books,http://images.amazon.com/images/P/014023313X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014023313X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014023313X.01.LZZZZZZZ.jpg
1445,0425141233,Winter Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425141233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425141233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425141233.01.LZZZZZZZ.jpg
1446,0671016776,Gravity : A Novel of Medical Suspense,Tess Gerritsen,2000,Pocket,http://images.amazon.com/images/P/0671016776.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671016776.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671016776.01.LZZZZZZZ.jpg
1447,0525947914,Just One Look,Harlan Coben,2004,Dutton Books,http://images.amazon.com/images/P/0525947914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525947914.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525947914.01.LZZZZZZZ.jpg
1448,076791404X,She's Not There : A Life in Two Genders,JENNIFER FINNEY BOYLAN,2003,Broadway,http://images.amazon.com/images/P/076791404X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076791404X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076791404X.01.LZZZZZZZ.jpg
1449,0380709562,"Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))",Beverly Cleary,1992,HarperTrophy,http://images.amazon.com/images/P/0380709562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380709562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380709562.01.LZZZZZZZ.jpg
1450,006001203X,Dr. Atkins' New Diet Revolution,Robert C. Atkins,2001,Avon Books,http://images.amazon.com/images/P/006001203X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006001203X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006001203X.01.LZZZZZZZ.jpg
1451,0440207622,Daddy,DANIELLE STEEL,1990,Dell,http://images.amazon.com/images/P/0440207622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440207622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440207622.01.LZZZZZZZ.jpg
1452,0671759329,Darkest Hour (Cutler),V.C. Andrews,1993,Pocket,http://images.amazon.com/images/P/0671759329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671759329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671759329.01.LZZZZZZZ.jpg
1453,0385306059,Wings,DANIELLE STEEL,1994,Delacorte Press,http://images.amazon.com/images/P/0385306059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385306059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385306059.01.LZZZZZZZ.jpg
1454,0375506039,Open House,Elizabeth Berg,2000,Random House Trade,http://images.amazon.com/images/P/0375506039.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375506039.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375506039.01.LZZZZZZZ.jpg
1455,0345435028,What We Keep,Elizabeth Berg,2002,Ballantine Books,http://images.amazon.com/images/P/0345435028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435028.01.LZZZZZZZ.jpg
1456,0345453816,Killjoy,Julie Garwood,2003,Ballantine Books,http://images.amazon.com/images/P/0345453816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345453816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345453816.01.LZZZZZZZ.jpg
1457,0743412753,No Way Out,Andrea Kane,2001,Pocket,http://images.amazon.com/images/P/0743412753.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743412753.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743412753.01.LZZZZZZZ.jpg
1458,0553583956,Safe Harbor,Luanne Rice,2003,Bantam Books,http://images.amazon.com/images/P/0553583956.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583956.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583956.01.LZZZZZZZ.jpg
1459,0671729411,Flowers In The Attic (Dollanganger),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671729411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671729411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671729411.01.LZZZZZZZ.jpg
1460,043912042X,Esperanza Rising,Pam Munoz Ryan,2002,Scholastic Paperbacks,http://images.amazon.com/images/P/043912042X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043912042X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043912042X.01.LZZZZZZZ.jpg
